n.id,n.name,synonym,synonym w/o disease,status
MESH:D012148,Restless Legs Syndrome,Willis Ekbom Disease,Willis Ekbom,
MESH:D012148,Restless Legs Syndrome,Willis-Ekbom Disease,Willis-Ekbom,
MESH:D006527,Hepatolenticular Degeneration,Wilson Disease,Wilson,remove
MESH:D006527,Hepatolenticular Degeneration,Wilsons Disease,Wilsons,
MESH:D006527,Hepatolenticular Degeneration,Wilson's Disease,Wilson's,
MESH:C536709,Winchester syndrome,Winchester disease,Winchester,
MESH:C536709,Winchester syndrome,Winchester-Grossman disease,Winchester-Grossman,
MESH:D010505,Familial Mediterranean Fever,Wolff Periodic Disease,Wolff Periodic,
MESH:D010505,Familial Mediterranean Fever,Wolffs Periodic Disease,Wolffs Periodic,
MESH:D010505,Familial Mediterranean Fever,Wolff's Periodic Disease,Wolff's Periodic,
MESH:D015223,Wolman Disease,Wolman Disease,Wolman,
MESH:D015223,Wolman Disease,Wolmans Disease,Wolmans,
MESH:D015223,Wolman Disease,Wolman's Disease,Wolman's,
MESH:D056267,Pagetoid Reticulosis,Woringer Kolopp Disease,Woringer Kolopp,
MESH:D056267,Pagetoid Reticulosis,Woringer-Kolopp Disease,Woringer-Kolopp,
MESH:C564417,"Granulomatous Disease, Chronic, X-Linked",X Linked Chronic Granulomatous Disease,X Linked Chronic Granulomatous,
MESH:D006105,"Granulomatous Disease, Chronic",X Linked Chronic Granulomatous Disease,X Linked Chronic Granulomatous,
MESH:D053632,X-Linked Combined Immunodeficiency Diseases,X Linked Immunodeficiency Disease,X Linked Immunodeficiency,
MESH:D008232,Lymphoproliferative Disorders,X Linked Lymphoproliferative Disease,X Linked Lymphoproliferative,
MESH:C536757,X-linked adrenal hypoplasia congenita,X-Linked Addison Disease,X-Linked Addison,
MESH:D000075262,"Hypoadrenocorticism, Familial",X-Linked Addison Disease,X-Linked Addison,
MESH:C564417,"Granulomatous Disease, Chronic, X-Linked",X-Linked Chronic Granulomatous Disease,X-Linked Chronic Granulomatous,
MESH:D006105,"Granulomatous Disease, Chronic",X-Linked Chronic Granulomatous Disease,X-Linked Chronic Granulomatous,
MESH:D040181,"Genetic Diseases, X-Linked",X-Linked Genetic Disease,X-Linked Genetic,
MESH:D053632,X-Linked Combined Immunodeficiency Diseases,X-Linked Immunodeficiency Disease,X-Linked Immunodeficiency,
MESH:D008232,Lymphoproliferative Disorders,X-Linked Lymphoproliferative Disease,X-Linked Lymphoproliferative,
MESH:D050174,"Genetic Diseases, Y-Linked",Y-Linked Genetic Disease,Y-Linked Genetic,
MESH:C536720,Yusho Disease,Yusho Disease,Yusho,
MESH:D015211,Zellweger Syndrome,Zellweger Disease,Zellweger,
MESH:D000071243,Zika Virus Infection,Zika Virus Disease,Zika Virus,remove
MESH:D015047,Zoonoses,Zoonotic Disease,Zoonotic,remove
MESH:D000086966,Bacterial Zoonoses,Zoonotic Bacterial Disease,Zoonotic Bacterial,remove
MESH:D015047,Zoonoses,Zoonotic Infectious Disease,Zoonotic Infectious,remove
MESH:C536730,Zuska's Disease,Zuska disease,Zuska,
MESH:C536730,Zuska's Disease,Zuska's Disease,Zuska's,
